#
# Charmm Parameters from CHARMM22
#
# $Id: radii.dat,v 1.3 2005/07/20 15:03:00 johns Exp $
#
3PHO	H3'	0.09	1.26	-0.026
3PHO	H3T	0.34	1.3400	-0.028
3PHO	O1P3	-0.82	1.77	-0.152
3PHO	O2P3	-0.82	1.77	-0.152
3PHO	O3'	-0.62	1.77	-0.152
3PHO	O3T	-0.68	1.9000	-0.10
3PHO	P3	1.50	2.27	-0.150
3PO3	C3'	-0.09	2.010	-0.056
3PO3	H3'	0.09	1.26	-0.026
3PO3	O1P3	-0.90	1.77	-0.152
3PO3	O2P3	-0.90	1.77	-0.152
3PO3	O3'	-0.40	1.77	-0.152
3PO3	O3P3	-0.90	1.77	-0.152
3PO3	P3	1.10	2.27	-0.150
3POM	C3'	0.01	2.010	-0.056
3POM	C3T	-0.17	1.90	-0.07
3POM	H3'	0.09	1.26	-0.026
3POM	H3T1	0.09	1.85	-0.20
3POM	H3T2	0.09	1.85	-0.20
3POM	H3T3	0.09	1.85	-0.20
3POM	O1P3	-0.78	1.77	-0.152
3POM	O2P3	-0.78	1.77	-0.152
3POM	O3'	-0.57	1.77	-0.152
3POM	O3T	-0.57	1.77	-0.152
3POM	P3	1.50	2.27	-0.150
3TER	C3'	0.14	2.010	-0.056
3TER	H3'	0.09	1.26	-0.026
3TER	H3T	0.43	1.3400	-0.024
3TER	O3'	-0.66	2.0000	-0.07
5DP	C5'	-0.08	2.08	-0.064
5DP	H5'	0.09	1.85	-0.20
5DP	H5''	0.09	1.85	-0.20
5DP	O13	-0.74	1.77	-0.152
5DP	O1P	-0.82	1.77	-0.152
5DP	O21	-0.90	1.77	-0.152
5DP	O22	-0.90	1.77	-0.152
5DP	O23	-0.90	1.77	-0.152
5DP	O2P	-0.82	1.77	-0.152
5DP	O5'	-0.62	1.77	-0.152
5DP	P	1.50	2.27	-0.150
5DP	P2	1.10	1.367	-0.120
5MC1	C5	-0.11	1.9000	-0.075
5MC1	C5M	-0.22	1.90	-0.07
5MC1	C6	0.05	1.9000	-0.09
5MC1	H1	0.37	1.3582	-0.03
5MC1	H5M1	0.09	1.85	-0.20
5MC1	H5M2	0.09	1.85	-0.20
5MC1	H5M3	0.09	1.85	-0.20
5MC1	H6	0.17	0.2245	-0.046
5MC1	N1	-0.50	1.85	-0.20
5MC2	C5	-0.11	1.9000	-0.075
5MC2	C5M	-0.22	1.90	-0.07
5MC2	H5M1	0.09	1.85	-0.20
5MC2	H5M2	0.09	1.85	-0.20
5MC2	H5M3	0.09	1.85	-0.20
5MET	C5'	-0.27	1.90	-0.07
5MET	H5'	0.09	1.85	-0.20
5MET	H5''	0.09	1.85	-0.20
5MET	H53'	0.09	1.85	-0.20
5PHO	C5'	-0.08	1.9924	-0.07
5PHO	H5'	0.09	1.85	-0.20
5PHO	H5''	0.09	1.85	-0.20
5PHO	H5T	0.34	1.3400	-0.028
5PHO	O1P	-0.82	1.77	-0.152
5PHO	O2P	-0.82	1.77	-0.152
5PHO	O5'	-0.62	1.77	-0.152
5PHO	O5T	-0.68	1.9000	-0.10
5PHO	P	1.50	2.27	-0.150
5POM	C5'	-0.08	1.9924	-0.07
5POM	C5T	-0.17	1.90	-0.07
5POM	H5'	0.09	1.85	-0.20
5POM	H5''	0.09	1.85	-0.20
5POM	H5T1	0.09	1.85	-0.20
5POM	H5T2	0.09	1.85	-0.20
5POM	H5T3	0.09	1.85	-0.20
5POM	O1P	-0.78	1.77	-0.152
5POM	O2P	-0.78	1.77	-0.152
5POM	O5'	-0.57	1.77	-0.152
5POM	O5T	-0.57	1.77	-0.152
5POM	P	1.50	2.27	-0.150
5TER	C5'	0.05	1.9924	-0.07
5TER	H5'	0.09	1.85	-0.20
5TER	H5''	0.09	1.85	-0.20
5TER	H5T	0.43	1.3400	-0.024
5TER	O5'	-0.66	2.0000	-0.07
9EG	C9	-0.18	2.08	-0.064
9EG	C9B	-0.27	1.90	-0.07
9EG	H91	0.09	1.85	-0.20
9EG	H92	0.09	1.85	-0.20
9EG	H9B1	0.09	1.85	-0.20
9EG	H9B2	0.09	1.85	-0.20
9EG	H9B3	0.09	1.85	-0.20
9MA	C2	0.50	2.275	-0.02
9MA	C4	0.43	2.275	-0.02
9MA	C5	0.28	2.275	-0.02
9MA	C6	0.46	1.8000	-0.18
9MA	C8	0.34	2.275	-0.02
9MA	C9	-0.27	1.90	-0.07
9MA	H2	0.13	0.2245	-0.046
9MA	H61	0.38	0.9000	-0.046
9MA	H62	0.38	0.9000	-0.046
9MA	H8	0.12	0.2245	-0.046
9MA	H91	0.09	1.85	-0.20
9MA	H92	0.09	1.85	-0.20
9MA	H93	0.09	1.85	-0.20
9MA	N1	-0.74	1.85	-0.20
9MA	N3	-0.75	1.85	-0.20
9MA	N6	-0.77	1.85	-0.20
9MA	N7	-0.71	1.70	-0.120
9MA	N9	-0.05	1.85	-0.20
9MG	C2	0.75	1.8000	-0.18
9MG	C4	0.26	2.275	-0.02
9MG	C5	0.00	2.275	-0.02
9MG	C6	0.54	1.9000	-0.09
9MG	C8	0.25	2.275	-0.02
9MG	C9	-0.27	1.90	-0.07
9MG	H1	0.26	1.3582	-0.03
9MG	H21	0.32	0.9000	-0.046
9MG	H22	0.35	0.9000	-0.046
9MG	H8	0.16	0.2245	-0.046
9MG	H91	0.09	1.85	-0.20
9MG	H92	0.09	1.85	-0.20
9MG	H93	0.09	1.85	-0.20
9MG	N1	-0.34	1.85	-0.20
9MG	N2	-0.68	1.85	-0.20
9MG	N3	-0.74	1.85	-0.20
9MG	N7	-0.60	1.70	-0.120
9MG	N9	-0.02	1.85	-0.20
9MG	O6	-0.51	1.70	-0.120
A3PH	C1'	0.07	2.010	-0.056
A3PH	C2'	0.14	2.040	-0.078
A3PH	C3'	0.01	2.010	-0.056
A3PH	C4'	0.07	2.010	-0.056
A3PH	H11'	0.09	1.26	-0.026
A3PH	H12'	0.09	1.26	-0.026
A3PH	H21'	0.43	1.3400	-0.024
A3PH	H22'	0.09	1.26	-0.026
A3PH	H31'	0.09	1.26	-0.026
A3PH	H3T	0.34	1.3400	-0.028
A3PH	H41'	0.09	1.26	-0.026
A3PH	H42'	0.09	1.26	-0.026
A3PH	O1P	-0.82	1.77	-0.152
A3PH	O2'	-0.66	2.0000	-0.07
A3PH	O2P	-0.82	1.77	-0.152
A3PH	O3'	-0.62	1.77	-0.152
A3PH	O3T	-0.68	1.9000	-0.10
A3PH	O4'	-0.50	1.9000	-0.10
A3PH	P	1.50	2.27	-0.150
ACE	CAY	-0.27	0.2245	-0.046
ACE	CY	0.51	2.0000	-0.110
ACE	HY1	0.09	1.2600	-0.026
ACE	HY2	0.09	1.2600	-0.026
ACE	HY3	0.09	1.2600	-0.026
ACE	OY	-0.51	1.7000	-0.120
ACP	CAY	-0.27	0.2245	-0.046
ACP	CY	0.51	2.0000	-0.110
ACP	HY1	0.09	1.2600	-0.026
ACP	HY2	0.09	1.2600	-0.026
ACP	HY3	0.09	1.2600	-0.026
ACP	OY	-0.51	1.7000	-0.120
ADE	C1'	0.16	2.010	-0.056
ADE	C2	0.50	2.275	-0.02
ADE	C2'	0.14	2.010	-0.056
ADE	C3'	0.01	2.010	-0.056
ADE	C4	0.43	2.275	-0.02
ADE	C4'	0.16	2.010	-0.056
ADE	C5	0.28	2.275	-0.02
ADE	C5'	-0.08	1.9924	-0.07
ADE	C6	0.46	1.8000	-0.18
ADE	C8	0.34	2.275	-0.02
ADE	H1'	0.09	1.26	-0.026
ADE	H2	0.13	0.2245	-0.046
ADE	H2'	0.43	1.3400	-0.024
ADE	H2''	0.09	1.26	-0.026
ADE	H3'	0.09	1.26	-0.026
ADE	H4'	0.09	1.26	-0.026
ADE	H5'	0.09	1.85	-0.20
ADE	H5''	0.09	1.85	-0.20
ADE	H61	0.38	0.9000	-0.046
ADE	H62	0.38	0.9000	-0.046
ADE	H8	0.12	0.2245	-0.046
ADE	N1	-0.74	1.85	-0.20
ADE	N3	-0.75	1.85	-0.20
ADE	N6	-0.77	1.85	-0.20
ADE	N7	-0.71	1.70	-0.120
ADE	N9	-0.05	1.85	-0.20
ADE	O1P	-0.78	1.77	-0.152
ADE	O2'	-0.66	2.0000	-0.07
ADE	O2P	-0.78	1.77	-0.152
ADE	O3'	-0.57	1.77	-0.152
ADE	O4'	-0.50	1.9000	-0.10
ADE	O5'	-0.57	1.77	-0.152
ADE	P	1.50	2.27	-0.150
ADP	C1'	0.16	2.010	-0.056
ADP	C2	0.50	2.275	-0.02
ADP	C2'	0.14	2.010	-0.056
ADP	C3'	0.14	2.010	-0.056
ADP	C4	0.43	2.275	-0.02
ADP	C4'	0.16	2.010	-0.056
ADP	C5	0.28	2.275	-0.02
ADP	C5'	-0.08	2.08	-0.064
ADP	C6	0.46	1.8000	-0.18
ADP	C8	0.34	2.275	-0.02
ADP	H1'	0.09	1.26	-0.026
ADP	H2	0.13	0.2245	-0.046
ADP	H2'	0.43	1.3400	-0.024
ADP	H2''	0.09	1.26	-0.026
ADP	H3'	0.09	1.26	-0.026
ADP	H3T	0.43	1.3400	-0.024
ADP	H4'	0.09	1.26	-0.026
ADP	H5'	0.09	1.85	-0.20
ADP	H5''	0.09	1.85	-0.20
ADP	H61	0.38	0.9000	-0.046
ADP	H62	0.38	0.9000	-0.046
ADP	H8	0.12	0.2245	-0.046
ADP	N1	-0.74	1.85	-0.20
ADP	N3	-0.75	1.85	-0.20
ADP	N6	-0.77	1.85	-0.20
ADP	N7	-0.71	1.70	-0.120
ADP	N9	-0.05	1.85	-0.20
ADP	O1A	-0.82	1.77	-0.152
ADP	O1B	-0.90	1.77	-0.152
ADP	O2'	-0.66	2.0000	-0.07
ADP	O2A	-0.82	1.77	-0.152
ADP	O2B	-0.90	1.77	-0.152
ADP	O3'	-0.66	2.0000	-0.07
ADP	O3A	-0.74	1.77	-0.152
ADP	O3B	-0.90	1.77	-0.152
ADP	O4'	-0.50	1.9000	-0.10
ADP	O5'	-0.62	1.77	-0.152
ADP	PA	1.50	2.27	-0.150
ADP	PB	1.10	1.367	-0.120
ALA	C	0.51	2.0000	-0.110
ALA	CA	0.07	2.0600	-0.080
ALA	CB	-0.27	0.2245	-0.046
ALA	HA	0.09	0.7000	-0.046
ALA	HB1	0.09	1.2600	-0.026
ALA	HB2	0.09	1.2600	-0.026
ALA	HB3	0.09	1.2600	-0.026
ALA	HN	0.31	1.2500	-0.031
ALA	N	-0.47	1.8500	-0.200
ALA	O	-0.51	1.7000	-0.120
AR3P	C1'	0.07	2.08	-0.064
AR3P	C2'	0.14	2.010	-0.056
AR3P	C3'	-0.09	2.010	-0.056
AR3P	C4'	0.07	1.9924	-0.07
AR3P	H11'	0.09	1.85	-0.20
AR3P	H12'	0.09	1.85	-0.20
AR3P	H21'	0.43	1.3400	-0.024
AR3P	H22'	0.09	1.26	-0.026
AR3P	H31'	0.09	1.26	-0.026
AR3P	H41'	0.09	1.85	-0.20
AR3P	H42'	0.09	1.85	-0.20
AR3P	O1P	-0.90	1.77	-0.152
AR3P	O2'	-0.66	2.0000	-0.07
AR3P	O2P	-0.90	1.77	-0.152
AR3P	O3'	-0.40	2.0000	-0.07
AR3P	O3P	-0.90	1.77	-0.152
AR3P	O4'	-0.50	1.9000	-0.10
AR3P	P	1.10	2.27	-0.150
ARAO	C1'	0.07	2.08	-0.064
ARAO	C2'	0.14	2.010	-0.056
ARAO	C3'	0.14	2.010	-0.056
ARAO	C4'	0.07	1.9924	-0.07
ARAO	H11'	0.09	1.85	-0.20
ARAO	H12'	0.09	1.85	-0.20
ARAO	H21'	0.43	1.3400	-0.024
ARAO	H22'	0.09	1.26	-0.026
ARAO	H31'	0.09	1.26	-0.026
ARAO	H32'	0.43	1.3400	-0.024
ARAO	H41'	0.09	1.85	-0.20
ARAO	H42'	0.09	1.85	-0.20
ARAO	O2'	-0.66	2.0000	-0.07
ARAO	O3'	-0.66	2.0000	-0.07
ARAO	O4'	-0.50	1.9000	-0.10
ARG	C	0.51	2.0000	-0.110
ARG	CA	0.07	2.0600	-0.080
ARG	CB	-0.18	1.9924	-0.070
ARG	CD	0.20	1.9924	-0.070
ARG	CG	-0.18	1.9924	-0.070
ARG	CZ	0.64	2.0000	-0.110
ARG	HA	0.09	0.7000	-0.046
ARG	HB1	0.09	1.2600	-0.026
ARG	HB2	0.09	1.2600	-0.026
ARG	HD1	0.09	1.2600	-0.026
ARG	HD2	0.09	1.2600	-0.026
ARG	HE	0.44	1.4680	-0.007
ARG	HG1	0.09	1.2600	-0.026
ARG	HG2	0.09	1.2600	-0.026
ARG	HH11	0.46	1.4680	-0.007
ARG	HH12	0.46	1.4680	-0.007
ARG	HH21	0.46	1.4680	-0.007
ARG	HH22	0.46	1.4680	-0.007
ARG	HN	0.31	1.2500	-0.031
ARG	N	-0.47	1.8500	-0.200
ARG	NE	-0.70	1.8500	-0.200
ARG	NH1	-0.80	1.8500	-0.200
ARG	NH2	-0.80	1.8500	-0.200
ARG	O	-0.51	1.7000	-0.120
ARIM	C1'	0.16	2.010	-0.056
ARIM	C2'	0.14	2.010	-0.056
ARIM	C3'	-0.18	2.08	-0.064
ARIM	C4'	0.07	2.08	-0.064
ARIM	CD2	0.22	1.8000	-0.090
ARIM	CE1	0.25	1.8000	-0.090
ARIM	CG	-0.05	1.8000	-0.090
ARIM	H12'	0.09	1.26	-0.026
ARIM	H21'	0.43	1.3400	-0.024
ARIM	H22'	0.09	1.26	-0.026
ARIM	H31'	0.09	1.85	-0.20
ARIM	H32'	0.09	1.85	-0.20
ARIM	H41'	0.09	1.85	-0.20
ARIM	H42'	0.09	1.85	-0.20
ARIM	HD2	0.10	1.8500	-0.200
ARIM	HE1	0.13	0.2245	-0.046
ARIM	HG	0.09	1.8500	-0.200
ARIM	ND1	-0.04	1.7000	-0.120
ARIM	NE2	-0.70	1.7000	-0.120
ARIM	O2'	-0.66	2.0000	-0.07
ARIM	O4'	-0.50	1.9000	-0.10
ARMO	C1'	0.07	2.08	-0.064
ARMO	C2'	0.14	2.010	-0.056
ARMO	C3'	0.14	2.010	-0.056
ARMO	C4'	0.16	2.010	-0.056
ARMO	C5'	-0.27	1.9924	-0.07
ARMO	H11'	0.09	1.26	-0.026
ARMO	H12'	0.09	1.26	-0.026
ARMO	H21'	0.43	1.3400	-0.024
ARMO	H22'	0.09	1.26	-0.026
ARMO	H31'	0.09	1.26	-0.026
ARMO	H32'	0.43	1.3400	-0.024
ARMO	H42'	0.09	1.26	-0.026
ARMO	H51'	0.09	1.85	-0.20
ARMO	H52'	0.09	1.85	-0.20
ARMO	H53'	0.09	1.85	-0.20
ARMO	O2'	-0.66	2.0000	-0.07
ARMO	O3'	-0.66	2.0000	-0.07
ARMO	O4'	-0.50	1.9000	-0.10
ASN	C	0.51	2.0000	-0.110
ASN	CA	0.07	2.0600	-0.080
ASN	CB	-0.18	1.9924	-0.070
ASN	CG	0.55	2.0000	-0.070
ASN	HA	0.09	0.7000	-0.046
ASN	HB1	0.09	1.2600	-0.026
ASN	HB2	0.09	1.2600	-0.026
ASN	HD21	0.32	1.2500	-0.031
ASN	HD22	0.30	1.2500	-0.031
ASN	HN	0.31	1.2500	-0.031
ASN	N	-0.47	1.8500	-0.200
ASN	ND2	-0.62	1.8500	-0.200
ASN	O	-0.51	1.7000	-0.120
ASN	OD1	-0.55	1.7000	-0.120
ASP	C	0.51	2.0000	-0.110
ASP	CA	0.07	2.0600	-0.080
ASP	CB	-0.28	1.9924	-0.070
ASP	CG	0.62	2.0000	-0.070
ASP	HA	0.09	0.7000	-0.046
ASP	HB1	0.09	1.2600	-0.026
ASP	HB2	0.09	1.2600	-0.026
ASP	HN	0.31	1.2500	-0.031
ASP	N	-0.47	1.8500	-0.200
ASP	O	-0.51	1.7000	-0.120
ASP	OD1	-0.76	1.7682	-0.152
ASP	OD2	-0.76	1.7682	-0.152
ASPP	CB	-0.21	1.9924	-0.070
ASPP	CG	0.75	2.0000	-0.070
ASPP	HB1	0.09	1.2600	-0.026
ASPP	HB2	0.09	1.2600	-0.026
ASPP	HD2	0.44	1.2500	-0.031
ASPP	OD1	-0.55	1.7700	-0.152
ASPP	OD2	-0.61	0.6500	0.0000
ATP	C1'	0.16	2.010	-0.056
ATP	C2	0.50	2.275	-0.02
ATP	C2'	0.14	2.010	-0.056
ATP	C3'	0.14	2.010	-0.056
ATP	C4	0.43	2.275	-0.02
ATP	C4'	0.16	2.010	-0.056
ATP	C5	0.28	2.275	-0.02
ATP	C5'	-0.08	2.08	-0.064
ATP	C6	0.46	1.8000	-0.18
ATP	C8	0.34	2.275	-0.02
ATP	H1'	0.09	1.26	-0.026
ATP	H2	0.13	0.2245	-0.046
ATP	H2'	0.43	1.3400	-0.024
ATP	H2''	0.09	1.26	-0.026
ATP	H3'	0.09	1.26	-0.026
ATP	H3T	0.43	1.3400	-0.024
ATP	H4'	0.09	1.26	-0.026
ATP	H5'	0.09	1.85	-0.20
ATP	H5''	0.09	1.85	-0.20
ATP	H61	0.38	0.9000	-0.046
ATP	H62	0.38	0.9000	-0.046
ATP	H8	0.12	0.2245	-0.046
ATP	N1	-0.74	1.85	-0.20
ATP	N3	-0.75	1.85	-0.20
ATP	N6	-0.77	1.85	-0.20
ATP	N7	-0.71	1.70	-0.120
ATP	N9	-0.05	1.85	-0.20
ATP	O1A	-0.82	1.77	-0.152
ATP	O1B	-0.82	1.77	-0.152
ATP	O1G	-0.90	1.77	-0.152
ATP	O2'	-0.66	2.0000	-0.07
ATP	O2A	-0.82	1.77	-0.152
ATP	O2B	-0.82	1.77	-0.152
ATP	O2G	-0.90	1.77	-0.152
ATP	O3'	-0.66	2.0000	-0.07
ATP	O3A	-0.74	1.77	-0.152
ATP	O3B	-0.86	1.77	-0.152
ATP	O3G	-0.90	1.77	-0.152
ATP	O4'	-0.50	1.9000	-0.10
ATP	O5'	-0.62	1.77	-0.152
ATP	PA	1.50	2.27	-0.150
ATP	PB	1.50	1.367	-0.120
ATP	PG	1.10	1.367	-0.120
CLA	CLA	-1.00	1.77	-0.152
CO	C	0.021	2.1750	-0.055
CO	O	-0.021	2.0000	-0.450
CT1	C	0.63	2.0000	-0.070
CT1	CA	0.17	2.0600	-0.080
CT1	CT	-0.14	0.2245	-0.046
CT1	HA	0.09	0.7000	-0.046
CT1	HN	0.31	1.2500	-0.031
CT1	HT1	0.09	1.2600	-0.026
CT1	HT2	0.09	1.2600	-0.026
CT1	HT3	0.09	1.2600	-0.026
CT1	N	-0.47	1.8500	-0.200
CT1	OT1	-0.52	1.7700	-0.152
CT1	OT2	-0.34	1.9750	-0.380
CT2	C	0.55	2.0000	-0.070
CT2	HT1	0.32	1.2500	-0.031
CT2	HT2	0.30	1.2500	-0.031
CT2	NT	-0.62	1.8500	-0.200
CT2	O	-0.55	1.7000	-0.120
CT3	C	0.51	2.0000	-0.110
CT3	CAT	-0.11	0.2245	-0.046
CT3	HNT	0.31	1.2500	-0.031
CT3	HT1	0.09	1.2600	-0.026
CT3	HT2	0.09	1.2600	-0.026
CT3	HT3	0.09	1.2600	-0.026
CT3	NT	-0.47	1.8500	-0.200
CT3	O	-0.51	1.7000	-0.120
CTER	C	0.34	2.0000	-0.070
CTER	OT1	-0.67	1.7682	-0.152
CTER	OT2	-0.67	1.7682	-0.152
CYS	C	0.51	2.0000	-0.110
CYS	CA	0.07	2.0600	-0.080
CYS	CB	-0.11	1.9924	-0.070
CYS	HA	0.09	0.7000	-0.046
CYS	HB1	0.09	1.2600	-0.026
CYS	HB2	0.09	1.2600	-0.026
CYS	HG1	0.16	1.8500	-0.200
CYS	HN	0.31	1.2500	-0.031
CYS	N	-0.47	1.8500	-0.200
CYS	O	-0.51	1.7000	-0.120
CYS	SG	-0.23	0.0000	-0.000
CYT	C1'	0.16	2.010	-0.056
CYT	C2	0.52	1.9000	-0.09
CYT	C2'	0.14	2.010	-0.056
CYT	C3'	0.01	2.010	-0.056
CYT	C4	0.65	1.8000	-0.18
CYT	C4'	0.16	2.010	-0.056
CYT	C5	-0.13	1.9000	-0.09
CYT	C5'	-0.08	1.9924	-0.07
CYT	C6	0.05	1.9000	-0.09
CYT	H1'	0.09	1.26	-0.026
CYT	H2'	0.43	1.3400	-0.024
CYT	H2''	0.09	1.26	-0.026
CYT	H3'	0.09	1.26	-0.026
CYT	H4'	0.09	1.26	-0.026
CYT	H41	0.37	0.9000	-0.046
CYT	H42	0.33	0.9000	-0.046
CYT	H5	0.07	0.2245	-0.046
CYT	H5'	0.09	1.85	-0.20
CYT	H5''	0.09	1.85	-0.20
CYT	H6	0.17	0.2245	-0.046
CYT	N1	-0.13	1.85	-0.20
CYT	N3	-0.66	1.85	-0.20
CYT	N4	-0.75	1.85	-0.20
CYT	O1P	-0.78	1.77	-0.152
CYT	O2	-0.49	1.77	-0.152
CYT	O2'	-0.66	2.0000	-0.07
CYT	O2P	-0.78	1.77	-0.152
CYT	O3'	-0.57	1.77	-0.152
CYT	O4'	-0.50	1.9000	-0.10
CYT	O5'	-0.57	1.77	-0.152
CYT	P	1.50	2.27	-0.150
DEO1	C1'	0.16	2.010	-0.056
DEO1	C2'	-0.18	2.08	-0.064
DEO1	C4'	0.16	2.010	-0.056
DEO1	H1'	0.09	1.26	-0.026
DEO1	H2'	0.09	1.85	-0.20
DEO1	H2''	0.09	1.85	-0.20
DEO1	H4'	0.09	1.26	-0.026
DEO1	O4'	-0.50	1.9000	-0.10
DEO2	C1'	0.16	2.010	-0.056
DEO2	C2'	-0.18	2.08	-0.064
DEO2	C4'	0.16	2.010	-0.056
DEO2	H1'	0.09	1.26	-0.026
DEO2	H2'	0.09	1.85	-0.20
DEO2	H2''	0.09	1.85	-0.20
DEO2	H4'	0.09	1.26	-0.026
DEO2	O4'	-0.50	1.9000	-0.10
DISU	1CB	-0.10	1.9924	-0.070
DISU	1SG	-0.08	1.4800	-0.021
DISU	2CB	-0.10	1.9924	-0.070
DISU	2SG	-0.08	1.4800	-0.021
DMPA	C1	-0.170	1.90	-0.07
DMPA	C2	-0.170	1.90	-0.07
DMPA	H11	0.090	1.85	-0.20
DMPA	H12	0.090	1.85	-0.20
DMPA	H13	0.090	1.85	-0.20
DMPA	H21	0.090	1.85	-0.20
DMPA	H22	0.090	1.85	-0.20
DMPA	H23	0.090	1.85	-0.20
DMPA	O1	-0.570	1.77	-0.152
DMPA	O2	-0.570	1.77	-0.152
DMPA	O3	-0.780	1.77	-0.152
DMPA	O4	-0.780	1.77	-0.152
DMPA	P1	1.500	2.27	-0.150
DUM	DUM	0.00	0.2245	-0.046
FEN1	C2'	0.19	2.09	-0.068
FEN1	F2'	-0.28	1.3637	-0.046
FEN1	H2'	0.09	1.26	-0.026
FEN2	C2'	0.19	2.09	-0.068
FEN2	F2'	-0.28	1.3637	-0.046
FEN2	H2'	0.09	1.26	-0.026
FEX1	C2'	0.19	2.09	-0.068
FEX1	F2'	-0.28	1.3637	-0.046
FEX1	H2''	0.09	1.26	-0.026
FEX2	C2'	0.19	2.09	-0.068
FEX2	F2'	-0.28	1.3637	-0.046
FEX2	H2''	0.09	1.26	-0.026
GLN	C	0.51	2.0000	-0.110
GLN	CA	0.07	2.0600	-0.080
GLN	CB	-0.18	1.9924	-0.070
GLN	CD	0.55	2.0000	-0.070
GLN	CG	-0.18	1.9924	-0.070
GLN	HA	0.09	0.7000	-0.046
GLN	HB1	0.09	1.2600	-0.026
GLN	HB2	0.09	1.2600	-0.026
GLN	HE21	0.32	1.2500	-0.031
GLN	HE22	0.30	1.2500	-0.031
GLN	HG1	0.09	1.2600	-0.026
GLN	HG2	0.09	1.2600	-0.026
GLN	HN	0.31	1.2500	-0.031
GLN	N	-0.47	1.8500	-0.200
GLN	NE2	-0.62	1.8500	-0.200
GLN	O	-0.51	1.7000	-0.120
GLN	OE1	-0.55	1.7000	-0.120
GLU	C	0.51	2.0000	-0.110
GLU	CA	0.07	2.0600	-0.080
GLU	CB	-0.18	1.9924	-0.070
GLU	CD	0.62	2.0000	-0.070
GLU	CG	-0.28	1.9924	-0.070
GLU	HA	0.09	0.7000	-0.046
GLU	HB1	0.09	1.2600	-0.026
GLU	HB2	0.09	1.2600	-0.026
GLU	HG1	0.09	1.2600	-0.026
GLU	HG2	0.09	1.2600	-0.026
GLU	HN	0.31	1.2500	-0.031
GLU	N	-0.47	1.8500	-0.200
GLU	O	-0.51	1.7000	-0.120
GLU	OE1	-0.76	1.7682	-0.152
